CredentialId,Name,Type,BusinessName,DBA,FullCredentialCode,CredentialType,CredentialNumber,CredentialSubCategory,Credential,Status,StatusReason,Active,IssueDate,EffectiveDate,ExpirationDate,Address,City,State,Zip,RecordRefreshedOn
930843,HALLIE HOUSE WOMEN AND CHILDREN'S CENTER,BUSINESS,HALLIE HOUSE WOMEN AND CHILDREN'S CENTER,HALLIE HOUSE WOMEN AND CHILDREN'S CENTER,SA.0SA0105,SA,SA0105,,Substance Abuse,ACTIVE,CURRENT,1,01/01/2010,01/01/2018,12/31/2019,99 EASTERN DR,MIDDLETOWN,CT,064573947,12/29/2017
930831,HARTFORD DISPENSARY HENDERSON/JOHNSON CLINIC,BUSINESS,HARTFORD DISPENSARY HENDERSON/JOHNSON CLINIC,HARTFORD DISPENSARY HENDERSON/JOHNSON CLINIC,SA.0SA0036,SA,SA0036,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,12-14 WESTON ST,HARTFORD,CT,061201504,03/13/2017
930830,HARTFORD DISPENSARY/DOCTORS CLINIC,BUSINESS,HARTFORD DISPENSARY/DOCTORS CLINIC,HARTFORD DISPENSARY/DOCTORS CLINIC,SA.0SA0037,SA,SA0037,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,345 MAIN ST,HARTFORD,CT,061061824,03/13/2017
930829,HARTFORD DISPENSARY-WILLIMANTIC CLINIC,BUSINESS,HARTFORD DISPENSARY-WILLIMANTIC CLINIC,HARTFORD DISPENSARY-WILLIMANTIC CLINIC,SA.0SA0003,SA,SA0003,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,54-56 BOSTON POST ROAD,WILLIMANTIC,CT,06226,03/16/2017
930603,CHILD GUIDANCE CLINIC FOR CENTRAL CONNECTICUT INC.,BUSINESS,CHILD GUIDANCE CLINIC FOR CENTRAL CONNECTICUT INC.,"CHILD GUIDANCE CLINIC FOR CENTRAL CONNECTICUT, INC.",SA.0000384,SA,384,,Substance Abuse,ACTIVE,CURRENT,1,06/11/2009,04/01/2017,03/31/2019,384 PRATT ST,MERIDEN,CT,064508627,03/27/2017
930590,VILLAGE FOR FAMILIES & CHILDREN INC.,BUSINESS,VILLAGE FOR FAMILIES & CHILDREN INC.,"VILLAGE FOR FAMILIES & CHILDREN, INC.",SA.0000285,SA,285,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,331 WETHERSFIELD AVE,HARTFORD,CT,061141420,03/20/2017
930589,VILLAGE FOR FAMILIES & CHILDREN INC.,BUSINESS,VILLAGE FOR FAMILIES & CHILDREN INC.,"VILLAGE FOR FAMILIES & CHILDREN, INC.",SA.0SA0218,SA,SA0218,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2009,10/01/2017,09/30/2019,1680 ALBANY AVE,HARTFORD,CT,061051001,10/17/2017
930584,RUSHFORD CENTER INC.,BUSINESS,RUSHFORD CENTER INC.,RUSHFORD CENTER INC,SA.0SA0090,SA,SA0090,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2009,10/01/2017,09/30/2019,1250 SILVER ST,MIDDLETOWN,CT,064573946,09/08/2017
930582,HORIZONS,BUSINESS,HORIZONS,HORIZONS,SA.0SA0079,SA,SA0079,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,1635 FAIRFIELD AVE,BRIDGEPORT,CT,066051984,01/27/2017
930577,FARRELL TREATMENT CENTER INC.,BUSINESS,FARRELL TREATMENT CENTER INC.,FARRELL TREATMENT CENTER,SA.0SA0006,SA,SA0006,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,586 MAIN ST,NEW BRITAIN,CT,060511812,02/27/2017
930576,HIGH WATCH RECOVERY CENTER INC.,BUSINESS,HIGH WATCH RECOVERY CENTER INC.,HIGH WATCH RECOVERY CENTER,SA.0SA0021,SA,SA0021,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,01/01/2018,12/31/2019,62 CARTER RD,KENT,CT,067570607,12/29/2017
930574,OUTPATIENT TREATMENT,BUSINESS,OUTPATIENT TREATMENT,OUTPATIENT TREATMENT,SA.0000343,SA,343,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2008,07/01/2018,06/30/2020,321 MAIN ST,NORWICH,CT,063605840,06/28/2018
930573,ALTRUISM HOUSE FOR WOMEN,BUSINESS,ALTRUISM HOUSE FOR WOMEN,ALTRUISM HOUSE FOR WOMEN,SA.0SA0026,SA,SA0026,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,1000 BANK ST,NEW LONDON,CT,063202737,04/24/2017
930572,ALTRUISM ACUTE CARE & EVALUATION,BUSINESS,ALTRUISM ACUTE CARE & EVALUATION,ALTRUISM ACUTE CARE & EVALUATION,SA.0SA0018,SA,SA0018,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,47 COIT ST,NEW LONDON,CT,063205924,05/25/2017
930518,"CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. CHILD GUIDANCE CLINIC ESSEX",BUSINESS,"CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. CHILD GUIDANCE CLINIC ESSEX","CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. CHILD GUIDANCE CLINIC ESSEX",SA.0SA0208,SA,SA0208,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,190 WESTBROOK RD,ESSEX,CT,064261518,05/25/2017
930512,RUSHFORD CENTER INC.,BUSINESS,RUSHFORD CENTER INC.,"RUSHFORD CENTER, INC.",SA.0000341,SA,341,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2008,07/01/2018,06/30/2020,110 NATIONAL DR,GLASTONBURY,CT,060334371,06/05/2018
930509,MOTHER'S RETREAT AND THE CONNECTION CENTER FOR BEHAVIORAL HEALTH @ GROTON,BUSINESS,MOTHER'S RETREAT AND THE CONNECTION CENTER FOR BEHAVIORAL HEALTH @ GROTON,MOTHER'S RETREAT AND THE CONNECTION CENTER FOR BEHAVIORAL HEALTH @ GROTON,SA.0SA0157,SA,SA0157,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,542 LONG HILL RD,GROTON,CT,063404108,03/22/2017
930507,COMMUNITY SUBSTANCE ABUSE CENTERS INC.,BUSINESS,COMMUNITY SUBSTANCE ABUSE CENTERS INC.,"COMMUNITY SUBSTANCE ABUSE CENTERS, INC.",SA.0SA0155,SA,SA0155,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,55 FISHFRY ST,HARTFORD,CT,061201203,05/10/2017
930506,HARTFORD DISPENSARY NEW BRITAIN CLINIC,BUSINESS,HARTFORD DISPENSARY NEW BRITAIN CLINIC,HARTFORD DISPENSARY NEW BRITAIN CLINIC,SA.0SA0150,SA,SA0150,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,70 WHITING ST,NEW BRITAIN,CT,060513183,03/16/2017
930504,PROJECT COURAGE,BUSINESS,PROJECT COURAGE,PROJECT COURAGE,SA.0SA0139,SA,SA0139,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2009,10/01/2017,09/30/2019,592 KOSSUTH ST,BRIDGEPORT,CT,066082204,09/26/2017
930497,GRANT STREET PARTNERSHIP,BUSINESS,GRANT STREET PARTNERSHIP,GRANT STREET PARTNERSHIP,SA.0SA0123,SA,SA0123,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,62 GRANT ST,NEW HAVEN,CT,065192514,07/06/2017
930494,MULTICULTURAL AMBULATORY ADDICTION SERVICES,BUSINESS,MULTICULTURAL AMBULATORY ADDICTION SERVICES,MULTICULTURAL AMBULATORY ADDICTION SERVICES,SA.0SA0120,SA,SA0120,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2008,10/01/2018,09/30/2020,426 EAST ST,NEW HAVEN,CT,065115018,06/27/2018
930491,HARTFORD DISPENSARY/NEW LONDON CLINIC,BUSINESS,HARTFORD DISPENSARY/NEW LONDON CLINIC,HARTFORD DISPENSARY/NEW LONDON CLINIC,SA.0SA0109,SA,SA0109,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,931 BANK ST,NEW LONDON,CT,063202702,03/09/2017
930489,CHILDREN'S CENTER OF HAMDEN INC.,BUSINESS,CHILDREN'S CENTER OF HAMDEN INC.,"CHILDREN'S CENTER OF HAMDEN, INC., THE",SA.0SA0093,SA,SA0093,,Substance Abuse,ACTIVE,CURRENT,1,01/01/2010,01/01/2018,12/31/2019,1400 WHITNEY AVE,HAMDEN,CT,065172459,12/04/2017
929077,HARTFORD BEHAVIORAL HEALTH,BUSINESS,HARTFORD BEHAVIORAL HEALTH,HARTFORD BEHAVIORAL HEALTH,SA.0000373,SA,373,,Substance Abuse,ACTIVE,CURRENT,1,07/21/2008,07/01/2018,06/30/2020,1 MAIN ST,HARTFORD,CT,061061806,06/14/2018
929076,HARTFORD BEHAVIORAL HEALTH,BUSINESS,HARTFORD BEHAVIORAL HEALTH,HARTFORD BEHAVIORAL HEALTH,SA.0000372,SA,372,,Substance Abuse,ACTIVE,CURRENT,1,07/21/2008,07/01/2018,06/30/2020,2550 MAIN ST,HARTFORD,CT,061201936,06/14/2018
929067,NEW PROSPECTS,BUSINESS,NEW PROSPECTS,NEW PROSPECTS,SA.0000371,SA,371,,Substance Abuse,ACTIVE,CURRENT,1,06/30/2008,07/01/2018,06/30/2020,392 PROSPECT ST,BRIDGEPORT,CT,066044625,05/31/2018
1512646,CONNECTION CENTER FOR BEHAVIORAL HEALTH @ HOWE ST,BUSINESS,CONNECTION CENTER FOR BEHAVIORAL HEALTH @ HOWE ST,CONNECTION CENTER FOR BEHAVIORAL HEALTH @ HOWE ST,SA.0000568,SA,568,,Substance Abuse,ACTIVE,CURRENT,1,05/10/2018,05/10/2018,03/31/2020,48 HOWE ST,NEW HAVEN,CT,065114620,05/10/2018
1512382,CONNECTICUT COUNSELING CENTERS INC.,BUSINESS,CONNECTICUT COUNSELING CENTERS INC.,CONNECTICUT COUNSELING CENTERS INC.,SA.0000567,SA,567,,Substance Abuse,ACTIVE,CURRENT,1,05/09/2018,05/09/2018,03/31/2020,15 COMMERCE RD,STAMFORD,CT,069024549,05/09/2018
1511530,GRACE HOUSE,BUSINESS,GRACE HOUSE,GRACE HOUSE,SA.0000566,SA,566,,Substance Abuse,ACTIVE,CURRENT,1,05/07/2018,05/07/2018,03/31/2020,219 VALLEY ST,WILLIMANTIC,CT,062262333,05/07/2018
1502759,MCCA LITCHFIELD JUDICIAL DISTRICT COURTHOUSE AT TORRINGTON,BUSINESS,MCCA LITCHFIELD JUDICIAL DISTRICT COURTHOUSE AT TORRINGTON,MCCA LITCHFIELD JUDICIAL DISTRICT COURTHOUSE AT TORRINGTON,SA.0000565,SA,565,,Substance Abuse,ACTIVE,CURRENT,1,04/05/2018,04/05/2018,03/31/2020,50 FIELD ST,TORRINGTON,CT,067904901,04/05/2018
1500314,CONNECTICUT COUNSELING CENTERS INC.,BUSINESS,CONNECTICUT COUNSELING CENTERS INC.,CONNECTICUT COUNSELING CENTERS INC.,SA.0000564,SA,564,,Substance Abuse,ACTIVE,CURRENT,1,03/23/2018,03/23/2018,12/31/2019,290 PRATT ST STE 2312,MERIDEN,CT,064508600,03/23/2018
1495616,PATHWAYS OSBORN,BUSINESS,PATHWAYS OSBORN,PATHWAYS OSBORN,SA.0000563,SA,563,,Substance Abuse,ACTIVE,CURRENT,1,03/01/2018,03/01/2018,12/31/2019,335 BILTON RD,SOMERS,CT,060711044,03/01/2018
1492269,"APEX COMMUNITY CARE, INC.",BUSINESS,"APEX COMMUNITY CARE, INC.","APEX COMMUNITY CARE, INC.",SA.0000562,SA,562,,Substance Abuse,ACTIVE,CURRENT,1,02/14/2018,02/14/2018,12/31/2019,85 WEST ST,DANBURY,CT,068106528,02/14/2018
1470490,RECOVERY SERVICES OF CONNECTICUT LLC,BUSINESS,RECOVERY SERVICES OF CONNECTICUT LLC,RECOVERY SERVICES OF CONNECTICUT LLC,SA.0000560,SA,560,,Substance Abuse,ACTIVE,CURRENT,1,01/11/2018,01/11/2018,12/31/2019,71 BRADLEY RD UNIT 6,MADISON,CT,064432662,01/11/2018
1470012,PATHWAYS HCC,BUSINESS,PATHWAYS HCC,PATHWAYS HCC,SA.0000559,SA,559,,Substance Abuse,ACTIVE,CURRENT,1,01/09/2018,01/09/2018,12/31/2019,177 WESTON ST,HARTFORD,CT,061201514,01/09/2018
1469947,"WHEELER CLINIC, INC.",BUSINESS,"WHEELER CLINIC, INC.","WHEELER CLINIC, INC.",SA.0000558,SA,558,,Substance Abuse,ACTIVE,CURRENT,1,01/09/2018,01/09/2018,12/31/2019,43 WOODLAND ST,HARTFORD,CT,061052363,01/09/2018
1465047,MCCALL FOUNDATION INC.,BUSINESS,MCCALL FOUNDATION INC.,"MCCALL FOUNDATION, INC.",SA.0000557,SA,557,,Substance Abuse,ACTIVE,CURRENT,1,12/08/2017,12/08/2017,09/30/2019,17 PROSPECT PL,TORRINGTON,CT,067904919,12/08/2017
1462372,LOWER NAUGATUCK VALLEY PARENT CHILD RESOURCE CENTER,BUSINESS,LOWER NAUGATUCK VALLEY PARENT CHILD RESOURCE CENTER,LOWER NAUGATUCK VALLEY PARENT CHILD RESOURCE CENTER,SA.0000556,SA,556,,Substance Abuse,ACTIVE,CURRENT,1,11/21/2017,11/21/2017,09/30/2019,30 ELIZABETH ST,DERBY,CT,064181802,11/21/2017
1459240,OUTPATIENT SERVICES,BUSINESS,OUTPATIENT SERVICES,OUTPATIENT SERVICES,SA.0000555,SA,555,,Substance Abuse,ACTIVE,CURRENT,1,11/01/2017,11/01/2017,09/30/2019,112 BROAD ST,NEW LONDON,CT,063205739,11/01/2017
1458812,MCCA/WATERBURY,BUSINESS,MCCA/WATERBURY,MCCA/WATERBURY,SA.0000554,SA,554,,Substance Abuse,ACTIVE,CURRENT,1,10/30/2017,10/30/2017,09/30/2019,34 MURRAY ST,WATERBURY,CT,067101920,10/30/2017
1458205,"CONNECTION CENTER FOR BEHAVIORAL HEALTH @ CHAPEL STREET, THE",BUSINESS,"CONNECTION CENTER FOR BEHAVIORAL HEALTH @ CHAPEL STREET, THE","CONNECTION CENTER FOR BEHAVIORAL HEALTH @ CHAPEL STREET, THE",SA.0000553,SA,553,,Substance Abuse,ACTIVE,CURRENT,1,10/26/2017,10/26/2017,09/30/2019,900 CHAPEL ST,NEW HAVEN,CT,065102802,03/15/2018
1454363,TREATMENT PATHWAY PROGRAM,BUSINESS,TREATMENT PATHWAY PROGRAM,TREATMENT PATHWAY PROGRAM,SA.0000552,SA,552,,Substance Abuse,ACTIVE,CURRENT,1,10/04/2017,10/04/2017,09/30/2019,172 GOLDEN HILL ST,BRIDGEPORT,CT,066044102,10/04/2017
1451567,PERCEPTION PROGRAMS BEHAVIORAL HEALTH CENTER,BUSINESS,PERCEPTION PROGRAMS BEHAVIORAL HEALTH CENTER,PERCEPTION PROGRAMS BEHAVIORAL HEALTH CENTER,SA.0000551,SA,551,,Substance Abuse,ACTIVE,CURRENT,1,09/19/2017,09/19/2017,06/30/2019,1244 STORRS RD,STORRS MANSFIELD,CT,062682200,09/19/2017
1450670,CORNELL SCOTT-HILL HEALTH CENTER AT WILMONT CROSSING,BUSINESS,CORNELL SCOTT-HILL HEALTH CENTER AT WILMONT CROSSING,CORNELL SCOTT-HILL HEALTH CENTER AT WILMONT CROSSING,SA.0000550,SA,550,,Substance Abuse,ACTIVE,CURRENT,1,09/14/2017,09/14/2017,06/30/2019,122 WILMOT RD,NEW HAVEN,CT,065151007,09/14/2017
1444439,COMMUNITY HEALTH CENTER OF NEW BRITAIN,BUSINESS,COMMUNITY HEALTH CENTER OF NEW BRITAIN,COMMUNITY HEALTH CENTER OF NEW BRITAIN,SA.0000549,SA,549,,Substance Abuse,ACTIVE,CURRENT,1,08/22/2017,08/22/2017,06/30/2019,85 LAFAYETTE ST,NEW BRITAIN,CT,060511803,08/22/2017
1440055,"GROWING POTENTIAL SERVICES: THERAPEUTIC & BEHAVIORAL SOLUTIONS, PC",BUSINESS,"GROWING POTENTIAL SERVICES: THERAPEUTIC & BEHAVIORAL SOLUTIONS, PC","GROWING POTENTIAL SERVICES: THERAPEUTIC & BEHAVIORAL SOLUTIONS, PC",SA.0000548,SA,548,,Substance Abuse,ACTIVE,CURRENT,1,07/31/2017,07/31/2017,06/30/2019,141 HAZARD AVE,ENFIELD,CT,06082,07/31/2017
1438337,COMMUNITY HEALTH CENTER OF NEW LONDON,BUSINESS,COMMUNITY HEALTH CENTER OF NEW LONDON,COMMUNITY HEALTH CENTER OF NEW LONDON,SA.0000547,SA,547,,Substance Abuse,ACTIVE,CURRENT,1,07/20/2017,07/20/2017,06/30/2019,1 SHAWS CV,NEW LONDON,CT,063204902,07/20/2017
1438334,COMMUNITY HEALTH CENTER OF DANBURY,BUSINESS,COMMUNITY HEALTH CENTER OF DANBURY,COMMUNITY HEALTH CENTER OF DANBURY,SA.0000546,SA,546,,Substance Abuse,ACTIVE,CURRENT,1,07/20/2017,07/20/2017,06/30/2019,8 DELAY ST,DANBURY,CT,068106654,07/20/2017
1437743,COMMUNITY HEALTH CENTER OF MIDDLETOWN,CORPORATION,COMMUNITY HEALTH CENTER OF MIDDLETOWN,COMMUNITY HEALTH CENTER OF MIDDLETOWN,SA.0000545,SA,545,,Substance Abuse,ACTIVE,CURRENT,1,07/18/2017,07/18/2017,06/30/2019,675 MAIN ST,MIDDLETOWN,CT,064572732,07/18/2017
1436381,COMMUNITY HEALTH CENTER OF GROTON,CORPORATION,COMMUNITY HEALTH CENTER OF GROTON,COMMUNITY HEALTH CENTER OF GROTON,SA.0000544,SA,544,,Substance Abuse,ACTIVE,CURRENT,1,07/11/2017,07/11/2017,06/30/2019,481 GOLD STAR HWY # 100,GROTON,CT,063406702,07/11/2017
1436379,COMMUNITY HEALTH CENTER OF CLINTON,BUSINESS,COMMUNITY HEALTH CENTER OF CLINTON,COMMUNITY HEALTH CENTER OF CLINTON,SA.0000543,SA,543,,Substance Abuse,ACTIVE,CURRENT,1,07/11/2017,07/11/2017,06/30/2019,114 E MAIN ST,CLINTON,CT,064132112,07/11/2017
1436377,COMMUNITY HEALTH CENTER OF BRISTOL,CORPORATION,COMMUNITY HEALTH CENTER OF BRISTOL,COMMUNITY HEALTH CENTER OF BRISTOL,SA.0000542,SA,542,,Substance Abuse,ACTIVE,CURRENT,1,07/11/2017,07/11/2017,06/30/2019,395 N MAIN ST,BRISTOL,CT,060104924,07/11/2017
1436375,DAY STREET COMMUNITY HEALTH CENTER,CORPORATION,DAY STREET COMMUNITY HEALTH CENTER,DAY STREET COMMUNITY HEALTH CENTER,SA.0000541,SA,541,,Substance Abuse,ACTIVE,CURRENT,1,07/11/2017,07/11/2017,06/30/2019,49 DAY ST,NORWALK,CT,068544901,07/11/2017
1436374,COMMUNITY HEALTH CENTER OF ENFIELD,CORPORATION,COMMUNITY HEALTH CENTER OF ENFIELD,COMMUNITY HEALTH CENTER OF ENFIELD,SA.0000540,SA,540,,Substance Abuse,ACTIVE,CURRENT,1,07/11/2017,07/11/2017,06/30/2019,5 N MAIN ST,ENFIELD,CT,060823372,07/11/2017
1436370,FRANKLIN STREET COMMUNITY HEALTH CENTER,CORPORATION,FRANKLIN STREET COMMUNITY HEALTH CENTER,FRANKLIN STREET COMMUNITY HEALTH CENTER,SA.0000539,SA,539,,Substance Abuse,ACTIVE,CURRENT,1,07/11/2017,07/11/2017,06/30/2019,141 FRANKLIN ST,STAMFORD,CT,069011014,07/11/2017
1434001,MCCA/BRIDGEPORT,BUSINESS,MCCA/BRIDGEPORT,MCCA/BRIDGEPORT,SA.0000538,SA,538,,Substance Abuse,ACTIVE,CURRENT,1,06/27/2017,06/27/2017,03/31/2019,140 JOHN ST,BRIDGEPORT,CT,066044323,06/27/2017
1433415,COVENTRY HOUSE,BUSINESS,COVENTRY HOUSE,COVENTRY HOUSE,SA.0000537,SA,537,,Substance Abuse,ACTIVE,CURRENT,1,06/23/2017,07/01/2017,06/30/2019,46 COVENTRY ST,HARTFORD,CT,061121524,06/23/2017
1433402,DETOXIFICATION CENTER/INTERMEDIATE & INTENSIVE RESIDENTIAL TREATMENT,BUSINESS,DETOXIFICATION CENTER/INTERMEDIATE & INTENSIVE RESIDENTIAL TREATMENT,DETOXIFICATION CENTER/INTERMEDIATE & INTENSIVE RESIDENTIAL TREATMENT,SA.0000536,SA,536,,Substance Abuse,ACTIVE,CURRENT,1,06/23/2017,07/01/2017,06/30/2019,500 BLUE HILLS AVE,HARTFORD,CT,06112,06/23/2017
1433393,CLAYTON HOUSE,BUSINESS,CLAYTON HOUSE,CLAYTON HOUSE,SA.0000535,SA,535,,Substance Abuse,ACTIVE,CURRENT,1,06/23/2017,07/01/2017,06/30/2019,203 WILLIAMS ST E,GLASTONBURY,CT,060332301,06/23/2017
1433380,OUTPATIENT COUNSELING CENTER,BUSINESS,OUTPATIENT COUNSELING CENTER,OUTPATIENT COUNSELING CENTER,SA.0000534,SA,534,,Substance Abuse,ACTIVE,CURRENT,1,06/23/2017,07/01/2017,06/30/2019,16 COVENTRY ST,HARTFORD,CT,061121524,06/23/2017
1431336,"CHR OUTPATIENT SERVICES, DANIELSON",BUSINESS,"CHR OUTPATIENT SERVICES, DANIELSON","CHR OUTPATIENT SERVICES, DANIELSON",SA.0000532,SA,532,,Substance Abuse,ACTIVE,CURRENT,1,06/14/2017,06/14/2017,03/31/2019,71 WESTCOTT RD,DANIELSON,CT,062392929,10/18/2017
1430775,POSITIVE DIRECTIONS THE CENTER FOR PREVENTION & COUNSELING,BUSINESS,POSITIVE DIRECTIONS THE CENTER FOR PREVENTION & COUNSELING,POSITIVE DIRECTIONS THE CENTER FOR PREVENTION & COUNSELING,SA.0000531,SA,531,,Substance Abuse,ACTIVE,CURRENT,1,06/12/2017,06/12/2017,03/31/2019,90 POST RD W,WESTPORT,CT,068804208,06/12/2017
1381467,RUSHFORD OF AVON,BUSINESS,RUSHFORD OF AVON,RUSHFORD OF AVON,SA.0000516,SA,516,,Substance Abuse,ACTIVE,CURRENT,1,09/28/2016,07/01/2018,06/30/2020,35 TOWER LN STE 201,AVON,CT,060014237,05/01/2018
1379898,"APT FOUNDATION, INC.",BUSINESS,"APT FOUNDATION, INC.","APT FOUNDATION, INC.",SA.0000515,SA,515,,Substance Abuse,ACTIVE,CURRENT,1,09/20/2016,07/01/2018,06/30/2020,184 FRONT AVE,WEST HAVEN,CT,065162836,04/23/2018
1376493,"COMMUNITY RENEWAL TEAM, INC. BEHAVIORAL HEALTH",BUSINESS,"COMMUNITY RENEWAL TEAM, INC. BEHAVIORAL HEALTH","COMMUNITY RENEWAL TEAM, INC. BEHAVIORAL HEALTH",SA.0000513,SA,513,,Substance Abuse,ACTIVE,CURRENT,1,08/30/2016,07/01/2018,06/30/2020,333 HOMESTEAD AVE,HARTFORD,CT,061122155,06/25/2018
1376114,CHARTER OAK HEALTH CENTER INC.,BUSINESS,CHARTER OAK HEALTH CENTER INC.,"CHARTER OAK HEALTH CENTER, INC.",SA.0000512,SA,512,,Substance Abuse,ACTIVE,CURRENT,1,08/29/2016,07/01/2018,06/30/2020,21 GRAND ST,HARTFORD,CT,061061541,06/08/2018
1367211,CHR MANCHESTER,BUSINESS,CHR MANCHESTER,CHR MANCHESTER,SA.0000510,SA,510,,Substance Abuse,ACTIVE,CURRENT,1,07/18/2016,07/01/2018,06/30/2020,444 CENTER ST,MANCHESTER,CT,060403926,05/09/2018
1365767,COMMUNITY HEALTH RESOURCES-NORWICH,BUSINESS,COMMUNITY HEALTH RESOURCES-NORWICH,COMMUNITY HEALTH RESOURCES-NORWICH,SA.0000509,SA,509,,Substance Abuse,ACTIVE,CURRENT,1,07/11/2016,07/01/2018,06/30/2020,55 MAIN ST,NORWICH,CT,063605760,04/27/2018
1363851,"LIFEBRIDGE COMMUNITY SERVICES, INC.",BUSINESS,"LIFEBRIDGE COMMUNITY SERVICES, INC.","LIFEBRIDGE COMMUNITY SERVICES, INC.",SA.0000508,SA,508,,Substance Abuse,ACTIVE,CURRENT,1,06/29/2016,04/01/2018,03/31/2020,,FAIRFIELD,CT,06824,03/23/2018
1358344,"OPTIMUS HEALTH CARE, INC.",CORPORATION,"OPTIMUS HEALTH CARE, INC.","OPTIMUS HEALTH CARE, INC.",SA.0000507,SA,507,,Substance Abuse,ACTIVE,CURRENT,1,06/03/2016,04/01/2018,03/31/2020,982 E MAIN ST,BRIDGEPORT,CT,066081913,03/19/2018
1355035,"FIRST CHOICE HEALTH CENTERS, INC",BUSINESS,"FIRST CHOICE HEALTH CENTERS, INC","FIRST CHOICE HEALTH CENTERS, INC",SA.0000506,SA,506,,Substance Abuse,ACTIVE,CURRENT,1,05/18/2016,04/01/2018,03/31/2020,92 CONNECTICUT BLVD,EAST HARTFORD,CT,061083013,02/02/2018
1353353,DANA'S HOUSE,BUSINESS,DANA'S HOUSE,DANA'S HOUSE,SA.0000505,SA,505,,Substance Abuse,ACTIVE,CURRENT,1,05/11/2016,04/01/2018,03/31/2020,75 HENRY ST,NEW HAVEN,CT,065113570,02/28/2018
1351154,MOUNTAINSIDE - WILTON CT,BUSINESS,MOUNTAINSIDE - WILTON CT,MOUNTAINSIDE - WILTON CT,SA.0000504,SA,504,,Substance Abuse,ACTIVE,CURRENT,1,05/02/2016,04/01/2018,03/31/2020,372 DANBURY RD,WILTON,CT,068972523,02/09/2018
1331997,"FIRST CHOICE HEALTH CENTERS, INC",BUSINESS,"FIRST CHOICE HEALTH CENTERS, INC","FIRST CHOICE HEALTH CENTERS, INC",SA.0000502,SA,502,,Substance Abuse,ACTIVE,CURRENT,1,02/04/2016,01/01/2018,12/31/2019,110 CONNECTICUT BLVD,EAST HARTFORD,CT,061083013,02/02/2018
1327788,"STAYWELL HEALTH CARE, INC.",CORPORATION,"STAYWELL HEALTH CARE, INC.","STAYWELL HEALTH CARE, INC.",SA.0000501,SA,501,,Substance Abuse,ACTIVE,CURRENT,1,01/07/2016,10/01/2017,09/30/2019,80 PHOENIX AVE STE 104,WATERBURY,CT,067021418,09/05/2017
1326610,BRIDGE FAMILY CENTER,BUSINESS,BRIDGE FAMILY CENTER,BRIDGE FAMILY CENTER,SA.0000500,SA,500,,Substance Abuse,ACTIVE,CURRENT,1,12/28/2015,10/01/2017,09/30/2019,26 UNION ST STE 2,VERNON ROCKVILLE,CT,060663161,09/18/2017
1326607,BRIDGE FAMILY CENTER,BUSINESS,BRIDGE FAMILY CENTER,BRIDGE FAMILY CENTER,SA.0000499,SA,499,,Substance Abuse,ACTIVE,CURRENT,1,12/28/2015,10/01/2017,09/30/2019,45 W MAIN ST,AVON,CT,060013791,09/18/2017
1326601,BRIDGE FAMILY CENTER,BUSINESS,BRIDGE FAMILY CENTER,BRIDGE FAMILY CENTER,SA.0000498,SA,498,,Substance Abuse,ACTIVE,CURRENT,1,12/28/2015,10/01/2017,09/30/2019,1038 FARMINGTON AVE,WEST HARTFORD,CT,061072109,09/18/2017
1326145,RUSHFORD CENTER INC,BUSINESS,RUSHFORD CENTER INC,RUSHFORD CENTER INC,SA.0000497,SA,497,,Substance Abuse,ACTIVE,CURRENT,1,12/22/2015,10/01/2017,09/30/2019,680 S MAIN ST,CHESHIRE,CT,064103181,09/26/2017
