State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
CT,CT,2015,August,Psychostimulants with abuse potential (T43.6),18,19,100,0.016367148,
CT,CT,2015,September,Psychostimulants with abuse potential (T43.6),18,19,100,0.019636078,
CT,CT,2015,October,Psychostimulants with abuse potential (T43.6),20,21,100,0.016331863,
CT,CT,2015,November,Psychostimulants with abuse potential (T43.6),22,23,100,0.019511561,
CT,CT,2015,December,Psychostimulants with abuse potential (T43.6),23,24,100,0.016339869,
CT,CT,2016,January,Psychostimulants with abuse potential (T43.6),24,25,100,0.0164647,
CT,CT,2016,February,Psychostimulants with abuse potential (T43.6),25,26,100,0.016539314,
CT,CT,2016,March,Psychostimulants with abuse potential (T43.6),26,27,100,0.01657715,
CT,CT,2016,April,Psychostimulants with abuse potential (T43.6),26,27,100,0.016557388,
CT,CT,2016,May,Psychostimulants with abuse potential (T43.6),24,25,100,0.01324591,
CT,CT,2016,June,Psychostimulants with abuse potential (T43.6),23,24,100,0.016562873,
CT,CT,2016,July,Psychostimulants with abuse potential (T43.6),21,22,100,0.013291686,
CT,CT,2016,August,Psychostimulants with abuse potential (T43.6),25,26,100,0.016580448,
CT,CT,2016,September,Psychostimulants with abuse potential (T43.6),25,26,100,0.016617921,
CT,CT,2016,October,Psychostimulants with abuse potential (T43.6),26,27,100,0.016580998,
CT,CT,2016,November,Psychostimulants with abuse potential (T43.6),24,25,100,0.016504918,
CT,CT,2016,December,Psychostimulants with abuse potential (T43.6),22,23,100,0.026108808,
CT,CT,2017,January,Psychostimulants with abuse potential (T43.6),23,24,100,0.025945385,Underreported due to incomplete data
CT,CT,2017,February,Psychostimulants with abuse potential (T43.6),26,27,100,0.025787319,Underreported due to incomplete data
CT,CT,2017,March,Psychostimulants with abuse potential (T43.6),29,30,100,0.0257566,Underreported due to incomplete data
CT,CT,2017,April,Psychostimulants with abuse potential (T43.6),28,29,100,0.025720165,Underreported due to incomplete data
CT,CT,2017,May,Psychostimulants with abuse potential (T43.6),30,31,100,0.025709419,Underreported due to incomplete data
CT,CT,2017,June,Psychostimulants with abuse potential (T43.6),31,32,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,Psychostimulants with abuse potential (T43.6),34,35,100,0.022330686,Underreported due to incomplete data
CT,CT,2017,August,Psychostimulants with abuse potential (T43.6),29,30,100,0.019122896,Underreported due to incomplete data
CT,CT,2017,September,Psychostimulants with abuse potential (T43.6),31,32,100,0.015850372,Underreported due to incomplete data
CT,CT,2017,October,Psychostimulants with abuse potential (T43.6),31,32,100,0.015866468,Underreported due to incomplete data
CT,CT,2017,November,Psychostimulants with abuse potential (T43.6),35,36,100,0.019091864,Underreported due to incomplete data
CT,CT,2017,December,Psychostimulants with abuse potential (T43.6),39,40,100,0.012680298,Underreported due to incomplete data
CT,CT,2018,January,Psychostimulants with abuse potential (T43.6),39,40,100,0.081897502,Underreported due to incomplete data
CT,CT,2018,February,Psychostimulants with abuse potential (T43.6),36,38,100,0.158378207,Underreported due to incomplete data
CT,CT,2018,March,Psychostimulants with abuse potential (T43.6),38,40,100,0.196650596,Underreported due to incomplete data
CT,CT,2018,April,Psychostimulants with abuse potential (T43.6),44,47,100,0.231364097,Underreported due to incomplete data
CT,CT,2015,January,"Synthetic opioids, excl. methadone (T40.4)",96,97,100,0.009926872,
CT,CT,2015,February,"Synthetic opioids, excl. methadone (T40.4)",97,98,100,0.009885004,
CT,CT,2015,March,"Synthetic opioids, excl. methadone (T40.4)",103,105,100,0.009837033,
CT,CT,2015,April,"Synthetic opioids, excl. methadone (T40.4)",121,123,100,0.009858368,
CT,CT,2015,May,"Synthetic opioids, excl. methadone (T40.4)",123,125,100,0.0131419,
CT,CT,2015,June,"Synthetic opioids, excl. methadone (T40.4)",123,125,100,0.013111315,
CT,CT,2015,July,"Synthetic opioids, excl. methadone (T40.4)",146,148,100,0.016333464,
CT,CT,2015,August,"Synthetic opioids, excl. methadone (T40.4)",152,154,100,0.016367148,
CT,CT,2015,September,"Synthetic opioids, excl. methadone (T40.4)",161,163,100,0.019636078,
CT,CT,2015,October,"Synthetic opioids, excl. methadone (T40.4)",192,195,100,0.016331863,
CT,CT,2015,November,"Synthetic opioids, excl. methadone (T40.4)",217,220,100,0.019511561,
CT,CT,2015,December,"Synthetic opioids, excl. methadone (T40.4)",214,217,100,0.016339869,
CT,CT,2016,January,"Synthetic opioids, excl. methadone (T40.4)",240,243,100,0.0164647,
CT,CT,2016,February,"Synthetic opioids, excl. methadone (T40.4)",258,261,100,0.016539314,
CT,CT,2016,March,"Synthetic opioids, excl. methadone (T40.4)",273,277,100,0.01657715,
CT,CT,2016,April,"Synthetic opioids, excl. methadone (T40.4)",295,299,100,0.016557388,
CT,CT,2016,May,"Synthetic opioids, excl. methadone (T40.4)",331,335,100,0.01324591,
CT,CT,2016,June,"Synthetic opioids, excl. methadone (T40.4)",369,374,100,0.016562873,
CT,CT,2016,July,"Synthetic opioids, excl. methadone (T40.4)",387,392,100,0.013291686,
CT,CT,2016,August,"Synthetic opioids, excl. methadone (T40.4)",421,426,100,0.016580448,
CT,CT,2016,September,"Synthetic opioids, excl. methadone (T40.4)",443,448,100,0.016617921,
CT,CT,2016,October,"Synthetic opioids, excl. methadone (T40.4)",438,443,100,0.016580998,
CT,CT,2016,November,"Synthetic opioids, excl. methadone (T40.4)",461,467,100,0.016504918,
CT,CT,2016,December,"Synthetic opioids, excl. methadone (T40.4)",508,515,100,0.026108808,
CT,CT,2017,January,"Synthetic opioids, excl. methadone (T40.4)",527,528,100,0.025945385,Underreported due to incomplete data
CT,CT,2017,February,"Synthetic opioids, excl. methadone (T40.4)",545,548,100,0.025787319,Underreported due to incomplete data
CT,CT,2017,March,"Synthetic opioids, excl. methadone (T40.4)",576,580,100,0.0257566,Underreported due to incomplete data
CT,CT,2017,April,"Synthetic opioids, excl. methadone (T40.4)",581,587,100,0.025720165,Underreported due to incomplete data
CT,CT,2017,May,"Synthetic opioids, excl. methadone (T40.4)",601,610,100,0.025709419,Underreported due to incomplete data
CT,CT,2017,June,"Synthetic opioids, excl. methadone (T40.4)",610,623,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,"Synthetic opioids, excl. methadone (T40.4)",641,656,100,0.022330686,Underreported due to incomplete data
CT,CT,2017,August,"Synthetic opioids, excl. methadone (T40.4)",648,661,100,0.019122896,Underreported due to incomplete data
CT,CT,2017,September,"Synthetic opioids, excl. methadone (T40.4)",654,666,100,0.015850372,Underreported due to incomplete data
CT,CT,2017,October,"Synthetic opioids, excl. methadone (T40.4)",675,685,100,0.015866468,Underreported due to incomplete data
CT,CT,2017,November,"Synthetic opioids, excl. methadone (T40.4)",677,685,100,0.019091864,Underreported due to incomplete data
CT,CT,2017,December,"Synthetic opioids, excl. methadone (T40.4)",696,697,100,0.012680298,Underreported due to incomplete data
CT,CT,2018,January,"Synthetic opioids, excl. methadone (T40.4)",682,690,100,0.081897502,Underreported due to incomplete data
CT,CT,2018,February,"Synthetic opioids, excl. methadone (T40.4)",685,706,100,0.158378207,Underreported due to incomplete data
CT,CT,2018,March,"Synthetic opioids, excl. methadone (T40.4)",696,725,100,0.196650596,Underreported due to incomplete data
CT,CT,2018,April,"Synthetic opioids, excl. methadone (T40.4)",704,741,100,0.231364097,Underreported due to incomplete data
